Date,CPU_Load,Memory_Used,Memory_Total,Memory_Percent,Disk_Used,Disk_Total,Disk_Percent,Uptime_Weeks,Processes,SpectroSS,Open_Ports,Failed_Logins
04-08-2025,2.5,1.7,Total:,2.93,7.2,Total:,4,20,678,0,22,0
